is হয়
alfred আলফ্রেড
radioactive মহাজাগতিক
present দেখাতে
aged বয়সী
quantum কোয়ান্টাম
germany জার্মানিকে
interval অন্তর
come আসবে
died মৃত্যুবরণ
set বসিয়ে
khan খান
distribution বন্টনের
so সেজন্য
having বিশিষ্ট
jubilee জয়ন্তী
young কিশোর
color রং
attached সংলগ্ন
use লাগানো
weeping ক্রন্দন
excitement উত্তেজনা
fifth পঞ্চম
concentrate মনোযোগী
said বলেছিলেন
fruit ফল
ddt ডিডিটি
traits বৈশিষ্ট্যে
written লেখেন
height উচ্চতার
o ওঁ
situated অবস্থিত
aramaean আরামীয়
twister ঘূর্ণিঝড়
required দরকার
pain ব্যথা
sleep ঘুম
alfred আলফ্রেদ
83 ৮৩
discontent বিক্ষোভ
countries রাষ্ট্রসমূহের
modified পরিবর্তিত
compete প্রতিদ্বন্দ্বীতা
wealth সম্পদ
leader নায়ক
body দেহ
christian খ্রিষ্টীয়
letter পত্র
near অদূরে
arrested বিধৃত
period পর্যায়কাল
priest ব্রাহ্মণ
goods জিনিসের
kurukshetra কুরুক্ষেত্র
nearest নিকটতম
jack জ্যাক
91 ৯১
land অবতরণ
pray পূজার
received পেয়েছেন
everyday প্রতিদিন
dialogue আলোচনার
classification বিষয়শ্রেণী
widespread বিস্তীর্ণ
otto অটো
inspired প্রভাবিত
mesopotamia মেসোপটেমিয়া
principle প্রধান
lowland নিম্নভূমিতে
development উদ্ভূত
firefly জোনাকী
dispute বিতর্কে
columbus কলম্বাসের
previous প্রাক্তনী
haven স্বর্গ
haque হক
carton কার্টুন
open খোলা
tunisia তিউনিসিয়া
upper ঊর্ধ্ব
buddha বুদ্ধের
helpful উপকারী
library পাঠাগার
morden অধুনা
star তারকা
remaining অবশিষ্ট
carry চালায়
1896 ১৮৯৬
yang ইয়াং
house ভবনের
ride চড়ে
during সময়েই
sidewise আশেপাশে
emperor সম্রাজ্য
leader অগ্রণী
colour রঙ
location অঞ্চল
that তো
kept রেখেছেন
atmospheric বায়ুমণ্ডলীয়
dinosaur ডাইনোসর
2100 ২১শ
snow তুষার
blood রক্তের
westminster ওয়েস্টমিন্‌স্টার
can পারত
minute মিনিটের
cold শীতল
50 পঞ্চাশ
theology ধর্মতত্ত্ব
cow গরু
clock ঘড়ির
quran কুরআন
nim নিম
opposed বিরোধীতা
pomelo জাম্বুরা
lakh লক্ষ
door দ্বার
foreign বিদেশি
bowler বোলার
rearranged সংস্কারক
novel প্রবন্ধে
canonical ক্যানোনিকাল
reached পৌছায়
la লা
liberal উদার
complete পুরোপুরি
system পদ্ধতি
relative আত্মীয়
monastery মঠ
arid রুক্ষ
bosnian বসনীয়
like স্বরূপ
babul বাবুল
recent সাম্প্রতিক
position অবস্থাতেই
wheel চাকা
they তারা
systematically বিন্যস্ত
movement চলাচলের
maintains থাকেন
edge মোহনা
upbringing পোষণ
all সবগুলোই
1960 ১৯৬০
he সে
way কক্ষপথে
main সর্বপ্রধান
18 ১৮
cooperative সহযোগী
mughals মোঘল
avro অভ্র
made তুলেছে
alphabet অক্ষরের
court কোর্টের
facility সুবিধা
vocation বৃত্তি
so তাই
building দালান
180 ১৮০
rolling আবর্তন
festivity উৎসব
undeniable অনস্বীকার্য
devi দেবী
perfectly ঠিকমতো
baby শিশু
foreign বিদেশী
deccan দক্ষিণাঞ্চল
observation দৃষ্টিভঙ্গি
group দলীয়
reduce কমিয়ে
gnome টর্নেডো
majumdar মজুমদার
bibel বাইবেল
writings প্রবন্ধে
empire সম্রাজ্য
wrong ভুল
morality আদর্শে
good ভালো
relation সম্পর্কে
procession মিছিলের
differential অন্তরক
four চার
repeat পুনরাবৃত্তি
everytime সবসময়
tradition ধারা
named নামীয়
bin বিন
defense প্রতিরক্ষা
among মাঝে
treaty সমঝোতা
statistics পরিসংখ্যানের
mentioned উল্লেখ্য
later পরে
equinoctial বিষুবীয়
babylonian ব্যাবিলনীয়রা
hotel হোটেল
judged বিবেচিত
forest বনাঞ্চল
influenced প্রভাবিত
of অব
1868 ১৮৬৮
360 ৩৬০
them যাঁরা
2009 ২০০৯
countries দেশগুলির
carol ক্যারোল
eradicated উৎখাত
chambermaid দাসী
fire ফায়ার
year বৎসর
development উন্নয়ন
outside বহিঃ
promise প্রতিজ্ঞা
particle ক্ষুদ্রতরঙ্গ
gandhi গান্ধী
celebrate পালিত
enough অত্যধিক
revolution অভ্যুত্থানে
remark মন্তব্য
total সম্যক
socializing সামাজিকীকরণ
rejected প্রত্যাখান
cotton তুলা
wilson উইলসন
identify শনাক্ত
thousand হাজার
expel বহিষ্কার
doctor ডক্টর
told বলতেন
byzantine প্রাচ্য
optical অপটিক্যাল
compulsory বাধ্যতামূলক
andaman আন্দামান
francis ফ্রান্সিস
in ভাষাতেই
grave কবর
collection আদায়
call ডেকে
multimedia মাল্টিমিডিয়া
workable কর্মক্ষম
1774 ১৭৭৪
washington ওয়াশিংটন
writing লেখা
blood ব্লাড
translation অনুবাদ
horizon দিগন্ত
disk ডিস্ক
boundary সীমানা
of অফ
subjects বিষয়াদি
india রাওয়ের
