primary ప్రథమ
globules పూసలు
moghul మొఘల్
latin లాటిన్
preached బోధించాడు
julian జూలియన్
curd పెరుగు
same ఒకే
leaves ఆకులు
important ప్రముఖమైన
music సంగీతాన్ని
kamasutra గ్రంథము
council సభను
meditation తపస్సు
thick పలుచని
theory సూత్రం
related గురించిన
husband భర్తీ
part భాగములో
reached చేరుతుంది
beauty అందమయిన
warriors యోధులు
french ప్రెంచి
son కుమారుడు
leave సెలవు
chapters పర్వాలను
effort శ్రమ
kingdom పాలన
sesame నువ్వుల
belief నమ్మి
under ఆధీనంలో
increased పెరిగిన
effect ప్రభావము
law చట్టాన్ని
site ప్రదేశంగా
applicable వర్తిస్తుంది
thousand సహస్ర
kings రాజులు
copper రాగి
happened అయినది
scholars విద్వాంసులు
uncle మామ
sciences శాస్త్రాలలో
allocated కేటాయించిన
venkateswara వేంకటేశ్వరుని
with వెంట
elected ఎన్నికైన
group సంఘం
rights హక్కుల
process ప్రక్రియ
kesari కేసరి
remarkably గణనీయంగా
star నక్షత్రం
deaths మరణాల
rare అరుదు
we మనకి
england ఇంగ్లండు
growing పెంచడం
sunday ఆదివారం
permits అనుమతిస్తుంది
navel నాభి
went వెళ్ళినా
forming ఏర్పాటును
doing చేసుకోవడం
release జారీ
answer సమాధానం
continental ఖండాంతర
meals మిల్స్
wanted కావల్సిన
picture దృశ్యము
accepting స్వీకరించింది
upon మీద
middle మిడిల్
group సమూహ
thickest దట్టమైన
life జీవం
sight సైటు
calendar పంచాంగము
capability సామర్ధ్యాన్ని
divisions విభాగాలుగా
changes సవరణ
delta డెల్టా
change మార్పిడి
kri క్రీ
limit పరిమితి
practiced ఆచరించే
reduced తగ్గించే
penis లింగం
sand మట్టి
related సంబంధించినవి
profession వృత్తి
convenient అనువైన
tobacco పుగాకు
humid ఉష్ణ
always సదా
unity ఉమ్మడిగా
same కావటం
capture దండెత్తి
census జనగణన
again పదే
revolution తిరుగుబాటు
entrance ప్రవేశ
bright వెలుగు
shape ఆకృతి
park పార్క్
done చేసుకొనే
folds ముడతలు
assembly శాసనసభ
sum లెక్కకు
poetry కావ్యాలు
mainly ప్రధానం
methods విధానాలు
happens జరుగును
tax పన్నులు
tobacco పొగాకు
women స్త్రీలు
abnormal అసాధారణ
field క్షేత్రాలు
worst నీచ
time వేళ
ask వేసి
place ప్రాంతము
gone పోయింది
lake సరస్సు
food ఆహారాన్ని
fossils శిలాజాలు
group సముదాయం
zone మండలం
bend వంగి
time సరి
companies కంపెనీలు
bureau బ్యూరో
forests అడవులు
count గణాంక
crime దోపిడి
sarada శారద
forever నిశ్చలంగా
want కోరి
short స్వల్ప
his ఇతడి
regulation నిర్వహణలో
music సంగీతం
age వయసులో
advertise ప్రచార
lucknow లక్నో
used ఆధార
commonly సగటున
venus శుక్రుడు
device ప్రక్రియ
plateau మైదానం
roaming దేశాటనకు
human మనిషి
home గృహాణ
exercise మంజిల్
chilli కారం
malti మల్టీ
exactly ఖచ్చితమైన
she సభ్యురాలు
after యెడల
