loss scăderea
construction construcțiilor
known cunoscut
millenium mileniu
meanings sensuri
deep profunde
reviews păreri
economists economici
sovereign suveran
anime animeul
forced nevoită
killed ucis
settled așezate
publisher redactor
use folosință
century sec
abdicate abdice
heads capete
company compania
besides afară
placed situează
continued continuarea
ensemble ansamblul
dates datelor
small restrânsă
enough suficient
outlying periferic
fox vulpea
products produselor
foreign străini
images imaginii
interpret interpretei
constitution constituia
obtaining obținere
nominations nominalizări
organs organe
analyze analiză
land uscat
spirituality spirituale
starts începe
formulas formule
name napoleon
meningitis meningită
humanity omenirii
all întregul
criterion criteriul
protein proteinele
contain cuprinde
salvation salvare
lines liniilor
land pământului
shade nuanță
increased mari
process procesul
piano pian
soon imediat
root rădăcina
versions versiunile
picture tabloul
massive masiv
exert exercită
folks popoare
organizing organizării
surprising surprinzător
opening deschiderea
him îl
course desfășurarea
bath băile
reason motivul
study studiu
adapted adaptat
report raport
arranged amenajate
biogeographic biogeografie
register înregistrează
rock piatra
legends legende
persia prusiei
restore redă
separate separată
village târg
folkloric popular
create lega
breakup prăbușirea
subway metrou
ships vaselor
habits obiceiuri
speed viteza
increase cresc
put plasat
hero eroul
absence absența
friend apropiat
ballot tur
verse versurilor
distribution distribuție
given atribuit
wet umede
israel israelul
inner interioară
planes avioanele
county județului
require necesita
remarkable remarcabile
reports relatările
form forma
warm cald
forms formele
services serviciilor
closed deschise
indonesia indonezia
ages evul
inflation inflației
forming formularea
destroyed distruse
rotation turația
nearby apropie
says povestește
mexico mexic
strong puternică
originally originar
filmography filmografie
took preluat
mosque moscheea
signed însemnat
building clădirea
ended terminată
left primit
how cum
pass trec
sleep somnul
liquid lichid
calculate calcula
temporary provizoriu
regime regim
according conform
forced forțată
fairytales basme
communism comunismului
massive masivul
specialists specialiștilor
winter ierni
launched lansat
romanian română
series serialul
concepts concepții
personality personalitatea
grandma bunica
annual anuale
cycle ciclului
simultaneously concomitent
layer strat
learning învățământului
german germana
image imagine
wisdom înțelepciunea
secret secretul
representative reprezentant
master stăpânul
arabians arabi
made realizată
growth creșterea
lack lipsei
teaching învățătura
cycle ciclu
spring izvorul
pleasure bucurie
allies aliaților
appreciation aprecierea
asherah așerah
stage treapta
metal metalice
often adesea
speech vorbire
termination încetarea
byzantine bizantin
band trupă
adopted adoptat
named numite
writer scriitor
triangle triunghiul
adopted adoptată
found situate
bridge podului
think gândit
fully deplin
answers răspunsuri
delimited delimitat
indians indiene
profit profitat
territorial teritoriale
andry andrei
museum muzeu
storms furtuni
electrical electrică
signs semnează
civilization civilizație
awards gala
sizes dimensiunile
hypothesis ipoteza
idea ideii
forest pădurea
surrounded înconjurat
dawn zori
novels romanele
bodies corpuri
full integrală
river fluviului
wife soției
unit blocul
support susțină
deep adânc
enjoys bucură
heraldic heraldice
genre genul
delight bucură
began începută
good bine
related legat
atomic atomice
advantage profitat
month lunii
implicitly implicit
alpine alpină
about aproape
cat pisica
participate participa
october octombrie
recently recent
speak vorbesc
admit recunoaște
distinguish disting
alcohol alcooli
bulky gros
administrative administrativ
prison închisoare
elementary primare
show spectacol
guardian gardianul
borders granițe
hit lovitura
send trimite
currency monedă
ways căi
directions sensuri
wedding nunta
face fațada
philosophic filozofică
acquired achiziționat
holy sfânt
harbor port
treaties tratatele
advanced avansată
come vii
stephan ștefan
technology tehnologia
much mult
war conflictului
creation creație
phd doctoratul
up urcă
moderate temperat
compliance conformitate
surgeries operații
domains domeniile
mainly preponderent
nomination nominalizare
translate traduce
creation opere
carpathian carpați
assistance asistență
sometimes uneori
texts textele
ukrainian ucrainean
detail detaliu
sideways laterale
relative relativă
oceanic oceanice
recon recunoașterea
name gabriela
garden grădinii
doctor dr
language limbii
name gallimard
painted pictate
found aflat
lowest regiune
case caz
caused cauzată
numerous numeroși
pass trecere
moderate moderat
sang cântat
poems poemele
often adeseori
principality principatului
parliamentary parlamentare
julia iulia
purpose scopul
wide vastă
searching căutare
substitute înlocuite
estimates estimează
graphic grafică
professor profesorul
wanted vrut
node nod
name max
enjoy bucura
village comunele
stuff lucruri
puppies puii
called numit
plays interpretează
governing guvernare
interpreter interpret
divided împărțite
fight lupta
untimely timpuriu
members membrilor
skills abilitățile
former foști
incinerating arderea
mural murală
from datând
campaign campaniei
searching căutând
major majore
areas domenii
problem probleme
slovakia slovaciei
may poate
types tipuri
snakes șerpi
measure măsoară
performed efectuat
offered propuse
agreement conformitate
fact faptului
unification unire
preparing pregătire
relatives rudele
name luca
muslim musulmană
movements mișcări
compose compune
made efectuată
full deplin
both amândoi
bishop episcopia
about referitoare
cathedral catedrala
authentic autentic
show arată
moves mișcă
die moară
heads șefilor
simultaneous concomitent
name hohenzollern
present prezintă
looks înfățișarea
verify atestă
opposite contrar
actual propriuzis
programs programe
average medie
communal comunale
cinema cinematografice
style stil
spoils prada
wanted voia
visual vizual
observer observator
indians indieni
limits cadrul
ward episcopia
executed executați
constituted constituit
directions direcțiile
lift ridica
airports aeroportul
straight întinse
demographic demografice
being aflânduse
pressure tensiunii
participate participe
templar templieri
speak vorbire
desert deșertului
heights înălțimi
important însemnate
unique unică
island islanda
historians istoricii
daughters fiice
usual obișnuite
sides laturile
punishment pedeapsă
facts fapte
valuables valoroase
glacial glaciare
person persoanei
truth adevăr
aesthetics estetică
creation creația
majority majoritate
residence reședința
painter pictorul
islam islamului
name dinescu
meeting vizită
publicity publicate
paris parisului
consultants consilieri
drink bea
disciplines discipline
municipality municipiul
written scrisă
gender gen
independence independente
situated situat
receive primi
quality calității
ground teren
organics organici
program programul
tough dure
finds constată
true drepte
must trebuia
improved îmbunătățit
lies situează
records înregistrări
leave pleacă
equal egală
early timpurie
end extremitatea
access intrare
component componența
potential potențialul
solving îndeplinirea
chinese chinez
republic republicii
fires focuri
associated asociată
london londra
valley văile
integrated integrate
observe observă
lived locuiau
first principala
serious gravă
myth mitul
map hartă
transylvanian ardelene
teachings învățăturile
posts posturi
living locuit
safety siguranța
seats locuri
dragan drăgan
czech cehe
transformed transformată
allied aliate
district județene
burned arsă
catholic catolice
files fișiere
affirmations afirmații
patrimony patrimoniului
abundant abundente
content conținutul
belonged aparținut
live locuiește
population populația
memories amintiri
national național
problem problema
jacob iacob
factors factorii
settlement așezării
child copil
criticism critica
turbines turbinele
team echipa
voice vocală
light lumină
westerly vestic
gesture gest
reduced diminuat
memory memorii
ed. ed
issued emisă
north nord
limits limite
definition definirea
warm căldură
live trăiască
spots pete
kept păstrată
big mari
opinions păreri
language lingvistică
tigers tigrii
stages etape
officer ofițer
shows arăta
scale scala
francis francisc
coal cărbune
thematic tematică
radical radicali
wind vânt
maybe poată
birthday nașterii
typical tipică
minimized redus
bricks cărămidă
tension tensiunea
countless nenumărate
men bărbații
course curs
letter scrisoare
worship cult
i aș
viewed privit
mens bărbați
component componente
approaching apropie
temperatures temperaturii
clear clară
